URL,Name:,Company:,Type:,Distillation:,ABV:,Location,Score,nRatings,Price,Aged:,Distilled:
https://rumratings.com/rum/1165-wray-nephew-white-overproof,White Overproof,Wray & Nephew,Light,Unknown,,Jamaica,6.6,234,31.99,,
https://rumratings.com/rum/736-abuelo-reserva-superior-7-year,Reserva Superior 7-Year,Abuelo,Aged,Unknown,40.0%,Panama,6.9,234,Best Price,7.0,
https://rumratings.com/rum/97-barcelo-gran-anejo,Gran Anejo,Barcelo,Aged,Unknown,37.5%,Dominican Republic,6.1,231,Best Price,,
https://rumratings.com/rum/1464-la-hechicera-extra-anejo,Extra Anejo,La Hechicera,Aged,Unknown,40.0%,Colombia,7.6,230,Best Price,,
https://rumratings.com/rum/76-bacardi-black,Black,Bacardi,Dark,Unknown,40.0%,Puerto Rico,4.0,228,Best Price,,
https://rumratings.com/rum/2050-kirk-and-sweeney-18-year,18-Year,Kirk and Sweeney,Aged,Unknown,40.0%,Dominican Republic,8.0,228,43.99,18.0,
https://rumratings.com/rum/421-gosling-s-family-reserve-old,Family Reserve Old,Gosling's,Aged,Unknown,40.0%,Bermuda,7.7,228,84.99,,
https://rumratings.com/rum/4981-papas-pilar-dark-24-year,Dark 24-Year,Papas Pilar,Aged,Unknown,,United States,7.6,224,43.99,24.0,
https://rumratings.com/rum/1073-matusalem-gran-reserva-23-year,Gran Reserva 23-Year,Matusalem,Aged,Unknown,40.0%,Dominican Republic,7.2,211,Best Price,23.0,
https://rumratings.com/rum/438-havana-club-anejo-reserva,Anejo Reserva,Havana Club,Gold,Unknown,40.0%,Cuba,6.3,210,,,
https://rumratings.com/rum/225-clement-vsop-4-year,VSOP 4-Year,Clement,Agricole,Column Still (1-4),40.0%,Martinique,6.6,209,Best Price,4.0,
https://rumratings.com/rum/761-botran-solera-1893-18-year,Solera 1893 18-Year,Botran,Aged,Unknown,40.0%,Guatemala,7.0,208,Best Price,18.0,
https://rumratings.com/rum/782-centenario-25-year,25-Year,Centenario,Aged,Unknown,,Costa Rica,8.7,201,Best Price,25.0,
https://rumratings.com/rum/2106-ron-de-jeremy-xo-15-year,XO 15-Year,Ron de Jeremy,Aged,Unknown,40.0%,Panama,7.2,195,Best Price,15.0,
https://rumratings.com/rum/6300-plantation-xaymaca-special-dry,Xaymaca Special Dry,Plantation,Aged,Unknown,,Multiple,6.7,190,Best Price,,
https://rumratings.com/rum/3619-pusser-s-gunpowder-proof-3-year,Gunpowder Proof 3-Year,Pusser's,Aged,Unknown,54.5%,"Virgin Islands, British",7.1,189,40.99,3.0,
https://rumratings.com/rum/1234-rumbullion-spiced,Spiced,Rumbullion,Spiced,Unknown,,Multiple,7.5,188,Best Price,,
https://rumratings.com/rum/2377-botran-solera-reserva-15-year,Solera Reserva 15-Year,Botran,Aged,Unknown,40.0%,Guatemala,6.8,188,Best Price,15.0,
https://rumratings.com/rum/1234-rumbullion-spiced,Spiced,Rumbullion,Spiced,Unknown,,Multiple,7.5,188,Best Price,,
https://rumratings.com/rum/1344-kaniche-xo,XO,Kaniche,Aged,Unknown,40.0%,Barbados,7.7,186,Best Price,,
https://rumratings.com/rum/371-el-dorado-5-year,5-Year,El Dorado,Gold,Unknown,40.0%,Guyana,6.2,186,Best Price,5.0,
https://rumratings.com/rum/1313-a-h-riise-non-plus-ultra-very-rare,Non Plus Ultra Very Rare,A. H. Riise,Aged,Unknown,,Denmark,7.9,185,,,
https://rumratings.com/rum/12-admiral-rodney-extra-old-12-year,Extra Old 12-Year,Admiral Rodney,Aged,Unknown,40.0%,Saint Lucia,7.7,183,Best Price,12.0,
https://rumratings.com/rum/148-brugal-extra-viejo-gran-reserva,Extra Viejo Gran Reserva,Brugal,Aged,Unknown,,Dominican Republic,5.9,183,38.99,,
https://rumratings.com/rum/390-english-harbour-5-year,5-Year,English Harbour,Aged,Column Still (1-4),40.0%,Antigua and Barbuda,6.5,183,Best Price,5.0,
https://rumratings.com/rum/1075-arcane-extraroma-12-year,Extraroma 12-Year,Arcane,Aged,Unknown,,Mauritius,6.9,182,Best Price,12.0,
https://rumratings.com/rum/1339-flor-de-cana-25-year,25-Year,Flor de CaÃ±a,Aged,Unknown,40.0%,Nicaragua,8.5,177,155.99,25.0,
https://rumratings.com/rum/334-don-q-gran-anejo,Gran Anejo,Don Q,Aged,Unknown,40.0%,Puerto Rico,7.4,173,Best Price,,
https://rumratings.com/rum/1497-real-mccoy-single-blended-12-year,Single Blended 12-Year,Real McCoy,Aged,Pot and Column Still,40.0%,Barbados,7.6,172,Best Price,12.0,
https://rumratings.com/rum/1684-ron-esclavo-xo,XO,Ron Esclavo,Aged,Unknown,40.0%,Dominican Republic,8.3,172,Best Price,,
https://rumratings.com/rum/737-abuelo-anejo,Anejo,Abuelo,Gold,Unknown,40.0%,Panama,6.2,171,Best Price,,
https://rumratings.com/rum/1129-santiago-de-cuba-anejo,Anejo,Santiago de Cuba,Gold,Unknown,40.0%,Cuba,6.6,170,Best Price,,
https://rumratings.com/rum/1257-ron-del-barrilito-3-star,3 Star,Ron Del Barrilito,Aged,Unknown,40.0%,Puerto Rico,7.2,168,43.99,,
https://rumratings.com/rum/783-centenario-30-year,30-Year,Centenario,Aged,Unknown,,Costa Rica,9.1,168,Best Price,30.0,
https://rumratings.com/rum/738-abuelo-centuria,Centuria,Abuelo,Aged,Column Still (5+),40.0%,Panama,8.7,167,155.99,,
https://rumratings.com/rum/306-dictador-xo-insolent,XO Insolent,Dictador,Aged,Unknown,40.0%,Colombia,8.4,166,105.99,,
https://rumratings.com/rum/189-chairman-s-reserve-spiced,Reserve Spiced,Chairman's,Spiced,Unknown,40.0%,Saint Lucia,7.2,164,Best Price,,
https://rumratings.com/rum/1938-don-papa-10-year,10-Year,Don Papa,Aged,Unknown,,Philippines,6.7,164,65.99,10.0,
https://rumratings.com/rum/3714-botucal-reserva-exclusiva,Reserva Exclusiva,Botucal,Aged,Unknown,40.0%,Venezuela,7.9,163,,,
https://rumratings.com/rum/2112-chairman-s-the-forgotten-cask-6-11-years,The Forgotten Cask 6-11 Years,Chairman's,Aged,Pot and Column Still,40.0%,Saint Lucia,7.1,162,Best Price,,
https://rumratings.com/rum/188-chairman-s-reserve-4-6-years,Reserve 4-6 Years,Chairman's,Aged,Pot and Column Still,40.0%,Saint Lucia,6.5,160,Best Price,,
https://rumratings.com/rum/3704-ron-zacapa-edicion-negra,Edicion Negra,Ron Zacapa,Aged,Unknown,,Guatemala,7.5,160,89.99,,
https://rumratings.com/rum/1306-a-h-riise-xo-reserve-superior-cask,XO Reserve Superior Cask,A. H. Riise,Aged,Unknown,40.0%,Denmark,7.1,160,,,
https://rumratings.com/rum/1284-captain-morgan-white,White,Captain Morgan,Light,Unknown,40.0%,Puerto Rico,4.0,159,27.51,,
https://rumratings.com/rum/1003-vizcaya-vxop-21,VXOP 21,Vizcaya,Aged,Unknown,,Dominican Republic,7.8,159,Best Price,,
https://rumratings.com/rum/667-pusser-s-british-navy-nelson-s-blood-15-year,British Navy ”Nelson’s Blood” 15-Year,Pusser's,Aged,Unknown,40.0%,"Virgin Islands, British",7.9,158,Best Price,15.0,
https://rumratings.com/rum/1584-gold-of-mauritius-dark,Dark,Gold of Mauritius,Dark,Unknown,40.0%,Mauritius,6.8,156,Best Price,,
https://rumratings.com/rum/72-bacardi-151,151,Bacardi,Light,Unknown,,Puerto Rico,3.9,154,,,
https://rumratings.com/rum/3852-plantation-gran-anejo-guatemala-belize,Gran Anejo Guatemala & Belize,Plantation,Aged,Unknown,,Multiple,7.2,153,Best Price,,
https://rumratings.com/rum/1506-presidente-15-year,15-Year,Presidente,Aged,Unknown,40.0%,Dominican Republic,7.8,152,Best Price,15.0,
https://rumratings.com/rum/699-red-leg-vanilla-ginger-spiced-rum,Vanilla & Ginger Spiced Rum,Red Leg,Spiced,Unknown,,Multiple,6.8,152,Best Price,,
https://rumratings.com/rum/1666-plantation-original-dark,Original Dark,Plantation,Dark,Unknown,40.0%,Multiple,6.4,148,Best Price,,
https://rumratings.com/rum/5918-bozkov-republica-exclusive,Republica Exclusive,Bozkov,Aged,Unknown,40.0%,Czechia,4.8,147,,,
https://rumratings.com/rum/1307-a-h-riise-royal-danish-navy-40,Royal Danish Navy 40%,A. H. Riise,Gold,Unknown,40.0%,Denmark,7.0,147,Best Price,,
https://rumratings.com/rum/1586-plantation-xo-20th-anniversary-old-bottle,XO 20th Anniversary (old bottle),Plantation,Aged,Unknown,40.0%,Multiple,8.3,146,Best Price,,
https://rumratings.com/rum/1443-malteco-15-year,15-Year,Malteco,Aged,Unknown,40.0%,Guatemala,7.2,146,Best Price,15.0,
https://rumratings.com/rum/500-lamb-s-navy,Navy,Lamb's,Dark,Unknown,40.0%,Canada,4.9,145,Best Price,,
https://rumratings.com/rum/1810-old-monk-xxx-7-year,XXX 7-Year,Old Monk,Aged,Pot and Column Still,,India,5.4,144,Best Price,7.0,
https://rumratings.com/rum/263-cruzan-single-barrel,Single Barrel,Cruzan,Aged,Unknown,40.0%,"Virgin Islands, U.S.",7.0,142,Best Price,,
https://rumratings.com/rum/67-atlantico-private-cask,Private Cask,Atlantico,Aged,Unknown,,Dominican Republic,6.7,139,Best Price,,
https://rumratings.com/rum/40-appleton-estate-reserve-8-year,Reserve 8-Year,Appleton Estate,Aged,Unknown,43.0%,Jamaica,6.7,139,33.99,8.0,
https://rumratings.com/rum/1315-unhiq-xo,XO,UNHIQ,Aged,Unknown,40.0%,Dominican Republic,9.1,139,Best Price,,
https://rumratings.com/rum/126-blackwell-black-gold-special-reserve,Black Gold Special Reserve,Blackwell,Aged,Unknown,,Jamaica,6.8,139,Best Price,,
https://rumratings.com/rum/919-stroh-original-80,Original 80,Stroh,Flavored,Unknown,,Austria,3.1,138,Best Price,,
https://rumratings.com/rum/3695-brugal-leyenda,Leyenda,Brugal,Aged,Unknown,40.0%,Dominican Republic,8.4,137,,,
https://rumratings.com/rum/1507-presidente-23-year,23-Year,Presidente,Aged,Unknown,40.0%,Dominican Republic,8.1,137,Best Price,23.0,
https://rumratings.com/rum/1258-diplomatico-2000,2000,Diplomatico,Aged,Unknown,,Venezuela,9.2,137,Best Price,,2000.0
https://rumratings.com/rum/1275-angostura-7-year,7-Year,Angostura,Aged,Unknown,40.0%,Trinidad and Tobago,6.5,135,Best Price,7.0,
https://rumratings.com/rum/561-mount-gay-1703-old-cask,1703 Old Cask,Mount Gay,Aged,Unknown,,Barbados,7.9,133,90.51,,
https://rumratings.com/rum/439-havana-club-blanco,Blanco,Havana Club,Light,Unknown,40.0%,Cuba,4.3,131,,,
https://rumratings.com/rum/247-cruzan-black-strap,Black Strap,Cruzan,Dark,Unknown,,"Virgin Islands, U.S.",6.4,131,Best Price,,
https://rumratings.com/rum/1863-ron-esclavo-xo-cask,XO Cask,Ron Esclavo,Aged,Unknown,40.0%,Dominican Republic,8.9,131,,,
https://rumratings.com/rum/4185-barcelo-imperial-onyx,Imperial Onyx,Barcelo,Aged,Unknown,,Dominican Republic,7.5,129,Best Price,,
https://rumratings.com/rum/314-diplomatico-anejo,Añejo,Diplomatico,Gold,Unknown,40.0%,Venezuela,6.3,127,Best Price,,
https://rumratings.com/rum/3907-dead-man-s-fingers-spiced,Spiced,Dead Man's Fingers,Spiced,Unknown,,United Kingdom,6.0,127,,,
https://rumratings.com/rum/6622-hampden-estate-8-year,8-Year,Hampden Estate,Aged,Pot and Column Still,,Jamaica,7.6,126,Best Price,8.0,
https://rumratings.com/rum/1097-bacardi-limon,Limon,Bacardi,Flavored,Unknown,40.0%,Puerto Rico,3.4,126,Best Price,,
https://rumratings.com/rum/95-barcelo-anejo,Anejo,Barcelo,Gold,Unknown,40.0%,Dominican Republic,5.4,125,25.99,,
https://rumratings.com/rum/911-saint-james-royal-ambre-18-mois,Royal Ambre 18-Mois,Saint James,Agricole,Column Still (1-4),40.0%,Martinique,5.3,123,Best Price,,
https://rumratings.com/rum/832-quorhum-23-year,23-Year,Quorhum,Aged,Unknown,40.0%,Dominican Republic,7.8,122,Best Price,23.0,
https://rumratings.com/rum/1223-bayou-spiced,Spiced,Bayou,Spiced,Unknown,40.0%,United States,7.0,121,Best Price,,
https://rumratings.com/rum/44-appleton-estate-reserve,Reserve,Appleton Estate,Gold,Unknown,,Jamaica,6.3,121,Best Price,,
https://rumratings.com/rum/1488-santos-dumont-xo,XO,Santos Dumont,Aged,Unknown,40.0%,Brazil,7.2,120,,,
https://rumratings.com/rum/1498-el-ron-prohibido-habanero-12-year,Habanero 12-Year,El Ron Prohibido,Aged,Unknown,,Mexico,5.2,119,Best Price,12.0,
https://rumratings.com/rum/12478-companero-panama-extra-anejo-12-year,Panama Extra Añejo 12-Year,Companero,Aged,Column Still (1-4),54.0%,Multiple,7.4,118,,12.0,
https://rumratings.com/rum/1505-presidente-19-year,19-Year,Presidente,Aged,Unknown,,Dominican Republic,8.1,118,Best Price,19.0,
https://rumratings.com/rum/1134-dos-maderas-luxus,Luxus,Dos Maderas,Aged,Unknown,40.0%,Barbados,8.7,117,Best Price,,
https://rumratings.com/rum/1481-duppy-share-caribbean,Caribbean,Duppy Share,Aged,Unknown,40.0%,Multiple,6.4,117,Best Price,,
https://rumratings.com/rum/1181-plantation-gran-anejo-guatemala,Gran Anejo Guatemala,Plantation,Aged,Unknown,,Multiple,7.2,114,,,
https://rumratings.com/rum/340-dos-maderas-5-3,5+3,Dos Maderas,Aged,Unknown,40.0%,Barbados,6.2,113,Best Price,,
https://rumratings.com/rum/2021-a-h-riise-1888-copenhagen-gold-medal,1888 Copenhagen Gold Medal,A. H. Riise,Aged,Unknown,40.0%,Denmark,7.4,113,Best Price,,
https://rumratings.com/rum/634-pampero-especial,Especial,Pampero,Aged,Unknown,40.0%,Venezuela,5.4,111,Best Price,,
https://rumratings.com/rum/12087-appleton-estate-rare-casks-12-year,Rare Casks 12-Year,Appleton Estate,Aged,Unknown,,Jamaica,7.7,110,59.99,12.0,
https://rumratings.com/rum/1380-brugal-xv,XV,Brugal,Aged,Unknown,,Dominican Republic,6.2,108,Best Price,,
https://rumratings.com/rum/7047-zaya-grande-reserva-16-year,Grande Reserva 16-Year,Zaya,Aged,Unknown,40.0%,Trinidad and Tobago,6.0,108,39.99,16.0,
https://rumratings.com/rum/6665-bacardi-reserva-ocho-rare-gold-8-year,Reserva Ocho Rare Gold 8-Year,Bacardi,Aged,Unknown,40.0%,Puerto Rico,6.2,108,,8.0,
https://rumratings.com/rum/11201-plantation-isle-fiji,Isle Fiji,Plantation,Aged,Unknown,40.0%,Multiple,6.5,107,33.00,,
https://rumratings.com/rum/90-barbancourt-reserve-du-domaine-15-year,Reserve du Domaine 15-Year,Barbancourt,Aged,Unknown,,Haiti,7.5,106,Best Price,15.0,
https://rumratings.com/rum/165-captain-morgan-100,100,Captain Morgan,Spiced,Unknown,,Puerto Rico,4.6,106,29.99,,
https://rumratings.com/rum/1560-blue-mauritius-gold,Gold,Blue Mauritius,Gold,Unknown,40.0%,Mauritius,7.4,106,,,
https://rumratings.com/rum/3520-diplomatico-2002,2002,Diplomatico,Aged,Unknown,,Venezuela,8.7,106,Best Price,,2002.0
https://rumratings.com/rum/2085-bacardi-carta-negra,Carta Negra,Bacardi,Dark,Unknown,40.0%,Puerto Rico,4.8,105,22.99,,
https://rumratings.com/rum/6205-bacardi-gran-reserva-diez-10-year,Gran Reserva Diez 10-Year,Bacardi,Aged,Unknown,40.0%,Puerto Rico,7.0,104,Best Price,10.0,
https://rumratings.com/rum/1445-malteco-10-year,10-Year,Malteco,Aged,Unknown,,Guatemala,6.6,104,Best Price,10.0,
https://rumratings.com/rum/5021-millonario-aniversario-reserva-10-year,Aniversario Reserva 10-Year,Millonario,Aged,Unknown,40.0%,Peru,7.0,104,,10.0,
